course title,Credit hours,course ID,class code,preReqs
ENGL 2823 HONORS: Studies in Literary Traditions and Themes (3) - Modern Campus Catalog™,3,ENGL,2823,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Honors equivalent of,ENGL 2123,. Credit will not be given for both this course and,ENGL 2123,."
"ENGL 2716 Language Diversity, Society, & Power (3) - Modern Campus Catalog™",3,ENGL,2716,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Also offered as,LING 2716,."
ENGL 2710 Descriptive Grammar of English (3) - Modern Campus Catalog™,3,ENGL,2710,"Also offered as,LING 2710,."
ENGL 2674 Introduction to African-American Literature (3) - Modern Campus Catalog™,3,ENGL,2674,"[LCCN: CENL 2403, Introduction to African American Literature],This is an Integrative Learning Core (ILC) course that awards general education credit."
ENGL 2673 Literature and Ethnicity (3) - Modern Campus Catalog™,3,ENGL,2673,This is an Integrative Learning Core (ILC) course that awards general education credit.
ENGL 2593 Gender and Literature (3) - Modern Campus Catalog™,3,ENGL,2593,"[LCCN: CENL 2413, Introduction to Women’s Literature],This is an Integrative Learning Core (ILC) course that awards general education credit."
ENGL 2423 Introduction to Folklore (3) - Modern Campus Catalog™,3,ENGL,2423,"[LCCN: CENL 2503, Mythology or Folklore],This is an Integrative Learning Core (ILC) course that awards general education credit.,Also offered as,ANTH 2423,."
ENGL 2300 Interpreting Discourse (3) - Modern Campus Catalog™,3,ENGL,2300,This is an Integrative Learning Core (ILC) course that awards general education credit.
ENGL 2270 Major American Authors (3) - Modern Campus Catalog™,3,ENGL,2270,"[LCCN: CENL 2153, 2163, 2173, American Literature I, II, Major American Writers],This is an Integrative Learning Core (ILC) course that awards general education credit."
ENGL 2231 Reading Film (3) - Modern Campus Catalog™,3,ENGL,2231,"This is an Integrative Learning Core (ILC) course that awards general education credit.,2 hrs. lecture; 1 hr. recitation."
ENGL 2222 Popular Fictions (3) - Modern Campus Catalog™,3,ENGL,2222,
ENGL 2220 Major British Authors (3) - Modern Campus Catalog™,3,ENGL,2220,"[LCCN: CENL 2103, 2113, 2123, British Literature I, II, Major British Writers],This is an Integrative Learning Core (ILC) course that awards general education credit."
ENGL 2202 Introduction to Modern World Literature (3) - Modern Campus Catalog™,3,ENGL,2202,"[LCCN: CENL 2213, 2223, World Literature II, Major World Writers],This is an Integrative Learning Core (ILC) course that awards general education credit."
ENGL 2201 Introduction to World Literary Traditions (3) - Modern Campus Catalog™,3,ENGL,2201,"[LCCN: CENL 2203, 2223, World Literature I, Major World Writers],This is an Integrative Learning Core (ILC) course that awards general education credit."
ENGL 2173 Louisiana Literature (3) - Modern Campus Catalog™,3,ENGL,2173,
ENGL 2148 Shakespeare (3) - Modern Campus Catalog™,3,ENGL,2148,"This is an Integrative Learning Core (ILC) course that awards general education credit.,2 hrs. lecture; 1 hr. recitation."
ENGL 2123 Studies in Literary Traditions and Themes (3) - Modern Campus Catalog™,3,ENGL,2123,"[LCCN: CENL 2103, 2113, 2153, 2163, 2323, British Literature I, II, American Literature I, II, Introduction of Literature],This is an Integrative Learning Core (ILC) course that awards general education credit.,Credit will not be given for both this course and,ENGL 2823,.,2 hrs. lecture; 1 hr. recitation."
ENGL 2102 Business Writing for International Students (3) - Modern Campus Catalog™,3,ENGL,2102,"Credit will not be given for both,ENGL 2002,and 2102."
ENGL 2086 Fantasy Literature (3) - Modern Campus Catalog™,3,ENGL,2086,
ENGL 2085 Science Fiction Studies (3) - Modern Campus Catalog™,3,ENGL,2085,
ENGL 2029 Drama (3) - Modern Campus Catalog™,3,ENGL,2029,"[LCCN: CENL 2313, Introduction to Poetry/Drama],This is an Integrative Learning Core (ILC) course that awards general education credit."
ENGL 2027 Poetry (3) - Modern Campus Catalog™,3,ENGL,2027,"[LCCN: CENL 2313, Introduction to Poetry/Drama],This is an Integrative Learning Core (ILC) course that awards general education credit."
ENGL 2025 Fiction (3) - Modern Campus Catalog™,3,ENGL,2025,"[LCCN: CENL 2303, Introduction to Fiction],This is an Integrative Learning Core (ILC) course that awards general education credit.,2 hrs. lecture; 1 hr. recitation."
ENGL 2024 Critical Strategies (3) - Modern Campus Catalog™,3,ENGL,2024,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Credit will not be given for both this course and,ENGL 2824,."
ENGL 2012 Practical Grammar and Usage (3) - Modern Campus Catalog™,3,ENGL,2012,
ENGL 2009 Introduction to Writing Screenplays (3) - Modern Campus Catalog™,3,ENGL,2009,"[LCCN: CENL 2523, Creative Writing (Various Genres)],Prereq.:,3 hrs. from,ENGL 2024,,,ENGL 2025,,,ENGL 2027,,,ENGL 2029,,,ENGL 2123,,,ENGL 2148,,,ENGL 2201,,,ENGL 2202,,,ENGL 2220,,,ENGL 2231,,,ENGL 2270,,,ENGL 2593,,,ENGL 2673,or,ENGL 2674,."
ENGL 2008 Introduction to Writing Drama (3) - Modern Campus Catalog™,3,ENGL,2008,"[LCCN: CENL 2523, Creative Writing (Various Genres)],Also offered as,THTR 2008,."
ENGL 2007 Introduction to Writing Poetry (3) - Modern Campus Catalog™,3,ENGL,2007,"[LCCN: CENL 2523, Creative Writing (Various Genres)],Prereq.:,3 hrs. from,ENGL 2024,,,ENGL 2025,,,ENGL 2027,,,ENGL 2029,,,ENGL 2123,,,ENGL 2148,,,ENGL 2201,,,ENGL 2202,,,ENGL 2231,,,ENGL 2270,,,ENGL 2593,,,ENGL 2673,, or,ENGL 2674,."
ENGL 2004 Intro to Writing Creative Nonfiction (3) - Modern Campus Catalog™,3,ENGL,2004,3 hr. seminar.
ENGL 2005 Introduction to Writing Short Stories (3) - Modern Campus Catalog™,3,ENGL,2005,"[LCCN: CENL 2523, Creative Writing (Various Genres)],Prereq.:,ENGL 2024,,,ENGL 2025,,,ENGL 2027,,,ENGL 2029,,,ENGL 2123,,,ENGL 2148,,,ENGL 2201,,,ENGL 2202,,,ENGL 2231,,,ENGL 2270,,,ENGL 2593,,,ENGL 2673,or,ENGL 2674,."
ENGL 2002 Business Writing (3) - Modern Campus Catalog™,3,ENGL,2002,"[LCCN: CENL 2513, Foundations of Professional Writing (Lower Level)],Credit will not be given for both ENGL 2002 and,ENGL 2102,."
ENGL 2001 Advanced English Composition (3) - Modern Campus Catalog™,3,ENGL,2001,"Credit will not be given for both ENGL 2001 and,ENGL 3101,."
ENGL 2000 English Composition (3) - Modern Campus Catalog™,3,ENGL,2000,"[LCCN: CENL 1023, English Composition II],This is an Integrative Learning Core (ILC) course that awards general education credit.,Prereq.:,ENGL 1001,or equivalent and 39 total credit hours earned by the time of enrollment."
ENGL 1051 Spoken English for International Graduate Assistants (3) - Modern Campus Catalog™,3,ENGL,1051,"Prereq.:,oral interview and permission of department.,Pass/no credit grading.,For current and potential international graduate assistants only."
ENGL 1005 English Composition (3) - Modern Campus Catalog™,3,ENGL,1005,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Prereq.:,ENGL 1004,or placement by the department and permission of instructor.,Graduate students graded pass-no credit.,Credit will not be given for both 1005 and,ENGL 2000,. For international students, with continued work on problems specific to international students."
ENGL 1004 English Composition (3) - Modern Campus Catalog™,3,ENGL,1004,"This is an Integrative Learning Core (ILC) course that awards general education credit.,Same as,ENGL 1001,, with emphasis on usage and idiom problems specific to international students.,Prereq.:,Placement by department and permission of instructor.,Required during the first semester of residence for all international students (graduates, undergraduates and transfer students) who demonstrate on the placement examination need for work in English, but not at the intensive level of,ENGL 0004,. Graduate students graded pass-no credit."
ENGL 1001 English Composition (3) - Modern Campus Catalog™,3,ENGL,1001,"[LCCN: CENL 1013, English Composition I],This is an Integrative Learning Core (ILC) course that awards general education credit.,Placement by department."
ENGL 1000 English for Academic Success (3) - Modern Campus Catalog™,3,ENGL,1000,"Graduate students graded pass-no credit.,For international students admitted to LSU despite low language proficiency and whose diagnostic test results indicate the need for intensive work in college composition. Required during the first semester of residence for all such qualified international students. Not for graduate degree credit."
EDCI 4880 Introduction to the English Language for ESL Instruction (3) - Modern Campus Catalog™,3,EDCI,4880,
ENGR 8000 Thesis Research (1-12) - Modern Campus Catalog™,2,ENGR,8000,“S”/”U”grading.
ENGR 9000 Dissertation Research (1-12 per sem.) - Modern Campus Catalog™,1,ENGR,,“S”/”U”grading.
ENGR 7050 Future Faculty Development Seminar (2) - Modern Campus Catalog™,2,ENGR,7050,Pass-fail grading.
ENGR 7003 Computational Thinking for K-12 Education (3) - Modern Campus Catalog™,3,ENGR,7003,"Prereq.:,For MS Pre-Engineering Education students only.,2 hrs. lecture; 3 hrs. lab."
ENGR 7002 Engineering Education for K-12 Education (3) - Modern Campus Catalog™,3,ENGR,7002,"Prereq.:,For MS Pre-Engineering Education students only."
ENGR 7001 Engineering Career Exploration and Design Process (3) - Modern Campus Catalog™,3,ENGR,7001,"Prereq.:,For MS Pre-Engineering Education students only.,2 hrs. lecture; 3 hrs. lab."
ENGR 4200 Autonomous Vehicles (3) - Modern Campus Catalog™,3,ENGR,4200,"Also offered as,KIN 4200,.,Prereq.:,ENGR 3100,/,KIN 3100,or equivalent; experience in MATLAB.,2 hrs. lecture; 3 hrs. lab."
ENGR 4103 Assistive Robotics (3) - Modern Campus Catalog™,3,ENGR,4103,"Prereq.:,2 hrs. lecture; 3 hrs. lab."
ENGR 4100 Industrial Robotics (3) - Modern Campus Catalog™,3,ENGR,4100,"Also offered as,KIN 4100,.,Prereq.:,ENGR 3100,/,KIN 3100,or equivalent;,ME 3133,or,CE 2460,or equivalent; experience in MATLAB.,2 hrs. lecture; 3 hrs. lab."
ENGR 4000 Robotics for K-12 Education (3) - Modern Campus Catalog™,3,ENGR,4000,"Prereq.:,MATH 1022,or equivalent. For MS Pre-Engineering Education students only.,2 hrs. lecture; 3 hrs. lab."
"ENGR 2785 Manufacturing, Technology & Society (3) - Modern Campus Catalog™",3,ENGR,2785,
ENGR 3100 Introduction to Robotics (3) - Modern Campus Catalog™,3,ENGR,3100,"Also offered as,KIN 3100,.,Prereq.:,ME 2543,or,IE 2060,or,CSC 1253,or,CSC 1350,;,MATH 2070,or,MATH 2085,or,MATH 2090,; open only to students minoring in robotics or Consent of Dean.,2 hrs. lecture; 3 hrs. lab."
ENGR 2050 Undergraduate Seminar (1) - Modern Campus Catalog™,1,ENGR,2050,Pass-Fail grading.
ENGR 1050 Introduction to Engineering (2) - Modern Campus Catalog™,2,ENGR,1050,
EMS 7010 Teaching Practicum (1) - Modern Campus Catalog™,1,EMS,7010,
EMS 4999 Senior Project in Environmental Management (1-3) - Modern Campus Catalog™,3,EMS,4999,"Prereq.:,permission of department, senior standing, and a minimum GPA of 3.00 on all course work taken in the major.,This course may be repeated for up to 6 hrs. of credit. Course may not be taken for graduate credit."
EMS 4087 Best Practices for Environmental Sustainability in Agriculture (3) - Modern Campus Catalog™,3,EMS,4087,"See,AGRO 4087,."
EMS 4077 Environmental Soil Physics (3) - Modern Campus Catalog™,3,EMS,4077,
EMS 4056 Microbial Ecology and Nutrient Cycling in Soils (4) - Modern Campus Catalog™,4,EMS,4056,
EMS 4055 Chemical Properties of Soil (4) - Modern Campus Catalog™,4,EMS,4055,
EMS 4040 Environmental Instrumental Analysis (3) - Modern Campus Catalog™,3,EMS,4040,"Prereq.:,CHEM 1201,,,CHEM 1202,,,CHEM 1212,,,CHEM 2001,.,2 hrs. lecture; 2 hrs. lab."
EMS 4020 Quantitative Risk Assessment (3) - Modern Campus Catalog™,3,EMS,4020,"Prereq.:,six hours of chemistry and six hours of biological sciences,,MATH 1431,or equivalent."
EMS 4010 Applied Ecology (3) - Modern Campus Catalog™,3,EMS,4010,
EMS 3090 Environmental Internship (3) - Modern Campus Catalog™,3,EMS,3090,"Prereq.:,permission of department and junior standing.,Credit will not be given for this course and,AGRO 3090,."
EMS 3050 Environmental Regulations and Compliance (3) - Modern Campus Catalog™,3,EMS,3050,"Prereq.:,EMS 1011,,,ECON 2030,or,AGEC 2003,."
EMS 3045 Soil Conservation (2) - Modern Campus Catalog™,2,EMS,3045,
EMS 3040 Applied Environmental Management (4) - Modern Campus Catalog™,4,EMS,3040,"Prereq.:,EMS 1011,,,ENGL 2000,.,3 hrs. lecture; 3 hrs. lab."
EMS 2051 Soil Science (4) - Modern Campus Catalog™,4,EMS,2051,
EMS 2011 Analysis of Environmental Issues (3) - Modern Campus Catalog™,3,EMS,2011,"Also offered as,AGRO 2011,and,HORT 2011,.,Prereq.:,ENGL 1001,."
EMS 1011 Environment and Technology: Perspective on Environmental Problems (3) - Modern Campus Catalog™,3,EMS,1011,
ELRC 7614 College Access and Choice (3) - Modern Campus Catalog™,3,ELRC,7614,
ELRC 7613 The Community College (3) - Modern Campus Catalog™,3,ELRC,7613,
ELRC 7611 College Students in the United States (3) - Modern Campus Catalog™,3,ELRC,7611,
ELRC 7610 Assessment and Evaluation in Higher Education (3) - Modern Campus Catalog™,3,ELRC,7610,
ELRC 7609 Strategic Planning in Higher Education (3) - Modern Campus Catalog™,3,ELRC,7609,
ELRC 7608 Internship in Higher Education Administration (3) - Modern Campus Catalog™,3,ELRC,7608,
ELRC 7607 Finance in Higher Education (3) - Modern Campus Catalog™,3,ELRC,7607,
ELRC 7606 Curriculum and College Teaching (3) - Modern Campus Catalog™,3,ELRC,7606,
ELRC 7605 Higher Education and the Law (3) - Modern Campus Catalog™,3,ELRC,7605,
ELRC 7604 Politics and Policy of Higher Education (3) - Modern Campus Catalog™,3,ELRC,7604,
ELRC 7603 Leadership in Higher Education (3) - Modern Campus Catalog™,3,ELRC,7603,
ENGL 7009 Advanced Screenwriting Workshop (3-6) - Modern Campus Catalog™,6,ENGL,7009,"Prereq.:,admission to the MFA program or permission of instructor."
ENGL 7008 Drama Writing (3-6) - Modern Campus Catalog™,6,ENGL,7008,"Also offered as,THTR 7008,."
ENGL 7007 Poetry Writing (3) - Modern Campus Catalog™,3,ENGL,7007,"Prereq.:,admission to the MFA program or permission of instructor when taking the course for the first time.,May be taken for a max. of 18 hrs. of credit. Permission of instructor required to repeat this course."
ENGL 7006 Fiction Writing (3) - Modern Campus Catalog™,3,ENGL,7006,"Prereq.:,admission to the MFA program or permission of instructor when taking the course for the first time.,May be taken for a max. of 18 hrs. of credit. Permission of instructor required to repeat this course."
ENGL 7001 Literary Nonfiction Workshop (3) - Modern Campus Catalog™,3,ENGL,7001,"Prereq.:,admission to the MFA program or consent of instructor when taking the couse for the first time.,May be taken for a max. of 18 sem. hrs. of credit. Permission of instructor required to repeat this course."
ENGL 4900 Independent Research and Practice (1) - Modern Campus Catalog™,1,ENGL,4900,"Prereq.:,Consent of instructor and department required."
ENGL 4720 Second Language Acquisition (3) - Modern Campus Catalog™,3,ENGL,4720,"Also offered as,LING 4720,."
ENGL 4715 Semantics (3) - Modern Campus Catalog™,3,ENGL,4715,"Also offered as,LING 4715,."
ENGL 4714 Phonology (3) - Modern Campus Catalog™,3,ENGL,4714,"Also offered as,LING 4714,."
ENGL 4713 Syntax (3) - Modern Campus Catalog™,3,ENGL,4713,"Also offered as,LING 4713,."
ENGL 4712 Roots of English (3) - Modern Campus Catalog™,3,ENGL,4712,"Also offered as,LING 4712,."
ENGL 4711 History of the English Language (3) - Modern Campus Catalog™,3,ENGL,4711,"Also offered as,LING 4711,."
ENGL 4710 Introduction to Linguistics (3) - Modern Campus Catalog™,3,ENGL,4710,"Also offered as,LING 4710,."
ENGL 4680 Studies in Post-colonial Literature & Culture (3) - Modern Campus Catalog™,3,ENGL,4680,
ENGL 4674 Studies in African-American Literature (3) - Modern Campus Catalog™,3,ENGL,4674,
ENGL 4593 Studies in Women and Literature (3) - Modern Campus Catalog™,3,ENGL,4593,
ENGL 4550 Studies in Diverse Perspectives (3) - Modern Campus Catalog™,3,ENGL,4550,"Prereq.:,Consent of department.,May be taken for a max. of 6 sem. hrs. of credit when topics vary."
ENGL 4493 Women and Folklore (3) - Modern Campus Catalog™,3,ENGL,4493,
ENGL 4475 American Folklore (3) - Modern Campus Catalog™,3,ENGL,4475,"Also offered as,ANTH 4475,."
ENGL 4323 Studies in Caribbean Literature (3) - Modern Campus Catalog™,3,ENGL,4323,
ENGL 4322 Studies in African Literature (3) - Modern Campus Catalog™,3,ENGL,4322,
ENGL 4310 Studies in Language (3) - Modern Campus Catalog™,3,ENGL,4310,"Also offered as,LING 4310,."
"ENGL 4304 Capstone Seminar in Rhetoric, Writing, and Culture (3) - Modern Campus Catalog™",3,ENGL,4304,"Prereq.:,for English Majors with 92 total credit hrs. and 27 hrs. in English beyond,ENGL 2000,, including three hours from,ENGL 3024,or,ENGL 3084,or,ENGL 3384,or permission of instructor."
ENGL 4302 Studies in Literacy (3) - Modern Campus Catalog™,3,ENGL,4302,
ENGL 4301 Studies in Composition Theory (3) - Modern Campus Catalog™,3,ENGL,4301,
ENGL 4300 Studies in Rhetorical Theory (3) - Modern Campus Catalog™,3,ENGL,4300,
ENGL 4236 Studies in Literature and Religion (3) - Modern Campus Catalog™,3,ENGL,4236,"Also offered as,REL 4236,."
ENGL 4234 Studies in Literature and Politics (3) - Modern Campus Catalog™,3,ENGL,4234,"Also offered as,POLI 4234,."
ENGL 4231 Studies in Literature and Film (3) - Modern Campus Catalog™,3,ENGL,4231,
ENGL 4222 Studies in Popular Fictions (3) - Modern Campus Catalog™,3,ENGL,4222,
ENGL 4220 Drama of Africa and African Diaspora (3) - Modern Campus Catalog™,3,ENGL,4220,
ENGL 4204 Capstone Seminar in English Education (3) - Modern Campus Catalog™,3,ENGL,4204,"Prereq.:,EDCI 4003,and,ENGL 4203,.,Concurrent enrollment in,EDCI 4004,and,EDCI 4005,. For English majors in the Secondary Education Concentration. Independent research project. Course topics will vary. Usually offered in spring semester only."
ENGL 4203 Writing and Research in the Teaching of English (3) - Modern Campus Catalog™,3,ENGL,4203,"Prereq.:,ENGL 3203,and,EDCI 3001,."
ENGL 4173 Studies in Southern Literature (3) - Modern Campus Catalog™,3,ENGL,4173,
ENGL 4148 Studies in Shakespeare (3) - Modern Campus Catalog™,3,ENGL,4148,
ENGL 4147 Studies in Milton (3) - Modern Campus Catalog™,3,ENGL,4147,
ENGL 4137 Studies in Chaucer (3) - Modern Campus Catalog™,3,ENGL,4137,
ENGL 4133 Studies in Nonfiction Film and Video (3) - Modern Campus Catalog™,3,ENGL,4133,May be taken for a max. of 6 sem. hrs. of credit when topics vary.
ENGL 4122 Topics in Interdisciplinary Studies (3) - Modern Campus Catalog™,3,ENGL,4122,
ENGL 4121 Studies in Literary History (3) - Modern Campus Catalog™,3,ENGL,4121,
ENGL 4120 Studies in Major Authors (3) - Modern Campus Catalog™,3,ENGL,4120,
ENGL 4109 Capstone Seminar in TV & Film Writing (3) - Modern Campus Catalog™,3,ENGL,4109,"Prereq.:,ENGL 4009,, 92 total credit hrs. and 27 hrs. in English beyond,ENGL 2000,or permission of instructor."
ENGL 4105 Capstone Seminar in Writing Fiction (3) - Modern Campus Catalog™,3,ENGL,4105,"Prereq.:,ENGL 4005,, 92 total credit hrs. and 27 hrs. in English beyond,ENGL 2000,,,ENGL 3024,or,ENGL 3084,or permission of instructor."
ENGL 4104 Capstone Seminar in Literature (3) - Modern Campus Catalog™,3,ENGL,4104,"Prereq.:,for English Majors with 92 total credit hrs. and 27 hrs. in English beyond,ENGL 2000,, including three hours from,ENGL 3024,or,ENGL 3084,or permission of instructor."
ENGL 4102 Capstone Seminar in Writing Poetry (3) - Modern Campus Catalog™,3,ENGL,4102,"Prereq.:,ENGL 4007,, 92 total credit hrs. and 27 hrs. in English beyond,ENGL 2000,or permission of instructor."
ENGL 4101 Capstone in Writing Creative Nonfiction (3) - Modern Campus Catalog™,3,ENGL,4101,"Prereq.:,ENGL 4001,."
ENGL 4086 Studies in the Short Story (3) - Modern Campus Catalog™,3,ENGL,4086,
ENGL 4080 Studies in Modernism (3) - Modern Campus Catalog™,3,ENGL,4080,
ENGL 4071 Studies in American Literature since 1865 (3) - Modern Campus Catalog™,3,ENGL,4071,
ENGL 4070 Studies in American Literature to 1865 (3) - Modern Campus Catalog™,3,ENGL,4070,
ENGL 4062 Studies in the Victorian Age (3) - Modern Campus Catalog™,3,ENGL,4062,
ENGL 4060 Studies in the Romantic Movement (3) - Modern Campus Catalog™,3,ENGL,4060,
ENGL 4055 Studies in the Novel and the Idea of Narrative (3) - Modern Campus Catalog™,3,ENGL,4055,
ENGL 4050 Studies in the Restoration and 18th Century (3) - Modern Campus Catalog™,3,ENGL,4050,
ENGL 4040 Studies in the Age of Elizabeth (3) - Modern Campus Catalog™,3,ENGL,4040,
ENGL 4035 Studies in Pre-1800 Literature (3) - Modern Campus Catalog™,3,ENGL,4035,"Prereq.:,Consent of department.,May be taken for a max. of 6 sem. hrs. of credit when topics vary."
ENGL 4030 Studies in the Middle Ages (3) - Modern Campus Catalog™,3,ENGL,4030,May be taken for a max. of 6 sem. hrs. of credit when topics vary.
ENGL 4028 Studies in Drama (3) - Modern Campus Catalog™,3,ENGL,4028,
ENGL 4023 Studies in Life Writing (3) - Modern Campus Catalog™,3,ENGL,4023,
"ENGL 4027 Studies in Lyric, Epic and Other Poetic Forms (3) - Modern Campus Catalog™",3,ENGL,4027,
ENGL 4015 Forms of Creative Writing (3) - Modern Campus Catalog™,3,ENGL,4015,"Prereq.:,ENGL 2004,,,ENGL 2005,,,ENGL 2007,,,ENGL 2008,, or,ENGL 2009,, and consent of department.,May be taken for a max. 6 sem. hrs. of credit when topics vary."
ENGL 4010 Literary Publishing (3) - Modern Campus Catalog™,3,ENGL,4010,"Prereq.:,ENGL 2004,,,ENGL 2005,,,ENGL 2007,,,ENGL 2008,, or,ENGL 2009,."
ENGL 4009 Intermediate TV & Film Writing Workshop (3) - Modern Campus Catalog™,3,ENGL,4009,"Prereq.:,ENGL 2009,."
ENGL 4008 Writing Drama (3) - Modern Campus Catalog™,3,ENGL,4008,"Also offered as,THTR 4008,.,Prereq.:,at least one 2000-level course in creative writing."
ENGL 4007 Intermediate Poetry Writing Workshop (3) - Modern Campus Catalog™,3,ENGL,4007,"Prereq.:,ENGL 2007,."
ENGL 4006 Writing the Novel (3) - Modern Campus Catalog™,3,ENGL,4006,"Prereq.:,at least one 2000-level course in creative writing."
ENGL 4005 Intermediate Fiction Writing Workshop (3) - Modern Campus Catalog™,3,ENGL,4005,"Prereq.:,ENGL 2005,."
ENGL 4002 Scientific and Professional Writing for Peers (3) - Modern Campus Catalog™,3,ENGL,4002,"Individual instruction. Students must have well-defined projects. Credit will not be given for this course and,OCS 4038,."
ENGL 4001 Intermediate Creative Nonfiction Workshop (3) - Modern Campus Catalog™,3,ENGL,4001,"Prereq.:,ENGL 2004,or,ENGL 2005,."
ENGL 4000 Special Projects for Creative Writing Majors (3) - Modern Campus Catalog™,3,ENGL,4000,"Prereq.:,permission of department; at least one 2000-level course in creative writing."
ENGL 3930 Internship in English (1-3) - Modern Campus Catalog™,3,ENGL,3930,"Prereq.:,permission of department. Normally open to only juniors and seniors.,May be taken for a max. of 3 sem. hrs. of credit."
ENGL 3929 HONORS: Independent Work (1) - Modern Campus Catalog™,1,ENGL,3929,"Prereq.:,GPA of at least 3.00 in all work taken and permission of department.,May not be taken by students who have already completed,ENGL 2920,,,ENGL 2921,,,ENGL 2922,. Consult department before scheduling course."
ENGL 3927 HONORS: Independent Work (1) - Modern Campus Catalog™,1,ENGL,3927,"Prereq.:,GPA of at least 3.00 in all work taken and permission of department.,May not be taken by students who have already completed,ENGL 2920,,,ENGL 2921,,,ENGL 2922,. Consult department before scheduling course."
ENGL 3925 HONORS: Independent Work (1) - Modern Campus Catalog™,1,ENGL,3925,"Prereq.:,GPA of at least 3.00 in all work taken and permission of department.,May not be taken by students who have already completed,ENGL 2920,,,ENGL 2921,,,ENGL 2922,. Consult department before scheduling course."
ENGL 3920 Independent Study (1-3) - Modern Campus Catalog™,3,ENGL,3920,
ENGL 3825 HONORS: Seminar (3) - Modern Campus Catalog™,3,ENGL,3825,"Prereq.:,permission of department.,Normally open only to juniors and seniors. Topics vary, consult departmental handout."
ENGL 3824 HONORS: Seminar (3) - Modern Campus Catalog™,3,ENGL,3824,"Prereq.:,permission of department.,Normally open only to juniors and seniors. Topics vary, consult departmental handout."
ENGL 3822 HONORS: Seminar (3) - Modern Campus Catalog™,3,ENGL,3822,"Prereq.:,permission of department.,Normally open only to juniors and seniors. Topics vary, consult departmental handout."
ENGL 3821 HONORS: Seminar (3) - Modern Campus Catalog™,3,ENGL,3821,"Prereq.:,permission of department.,Normally open only to juniors and seniors. Topics vary, consult departmental handout."
ENGL 3720 Methods for Teaching English as a Second Language (3) - Modern Campus Catalog™,3,ENGL,3720,"Also offered as,LING 3720,."
ENGL 3716 Dialects of English (3) - Modern Campus Catalog™,3,ENGL,3716,"Also offered as,LING 3716,."
ENGL 3674 Survey of African-American Literature (3) - Modern Campus Catalog™,3,ENGL,3674,
ENGL 3673 Readings in Literature and Ethnicity (3) - Modern Campus Catalog™,3,ENGL,3673,
ENGL 3593 Survey of Women and Literature (3) - Modern Campus Catalog™,3,ENGL,3593,
ENGL 3550 Readings in Diverse Perspectives (3) - Modern Campus Catalog™,3,ENGL,3550,
ENGL 3384 Cultural and Textual Studies (3) - Modern Campus Catalog™,3,ENGL,3384,
ENGL 3401 The Study of Folklore (3) - Modern Campus Catalog™,3,ENGL,3401,
ENGL 3304 Special Topics in Writing and Research (3) - Modern Campus Catalog™,3,ENGL,3304,
"ENGL 3301 Writing: Practice, Pedagogy and History (3) - Modern Campus Catalog™",3,ENGL,3301,
ENGL 3310 Historical Perspectives on Language Issues (3) - Modern Campus Catalog™,3,ENGL,3310,"Also offered as,LING 3310,.,A writing intensive course."
ENGL 3300 Rhetoric: Texts and Historical Contexts (3) - Modern Campus Catalog™,3,ENGL,3300,
ENGL 3223 Adolescent Literature (3) - Modern Campus Catalog™,3,ENGL,3223,
ENGL 3222 Survey of Popular Genres (3) - Modern Campus Catalog™,3,ENGL,3222,
ENGL 3220 Major Themes in Literature (3) - Modern Campus Catalog™,3,ENGL,3220,May be taken for a max. of 6 hrs. of credit. Consult department for topic to be offered.
ENGL 3203 Introduction to English Secondary Education (3) - Modern Campus Catalog™,3,ENGL,3203,"Prereq.:,EDCI 2001,.,Coreq.:,EDCI 3001,."
ENGL 3133 Introduction to Nonfiction Film and Video (3) - Modern Campus Catalog™,3,ENGL,3133,
ENGL 3102 Technical Writing for International Students (3) - Modern Campus Catalog™,3,ENGL,3102,"Prereq.:,junior status.,Credit will be given for only one of the following:,ENGL 3002,,,ENGL 3003,, 3102."
ENGL 3124 The Literature of the English Bible (3) - Modern Campus Catalog™,3,ENGL,3124,"Also offered as,REL 3124,."
ENGL 3101 Legal Writing (3) - Modern Campus Catalog™,3,ENGL,3101,"Credit will not be given for both this course and,ENGL 2001,."
ENTR 4040 Business Planning (3) - Modern Campus Catalog™,3,ENTR,4040,"Prereq.:,ENTR 2000,, open only to Entrepreneurship majors admitted to the College of Business, or permission of department."
ENTR 4035 Advanced Topics for Entrepreneurship (3) - Modern Campus Catalog™,3,ENTR,4035,"Prereq.:,Permission of department.,May be repeated for up to 6 hrs. credit."
ENTR 4030 Independent Study in Entrepreneurship (3) - Modern Campus Catalog™,3,ENTR,4030,"Prereq.:,ENTR 3111,and permission of instructor.,May be repeated for a max. of 6 sem. hrs. credit when topics vary."
ENTR 4020 Internship in Entrepreneurship (3) - Modern Campus Catalog™,3,ENTR,4020,"Prereq.:,ENTR 3111,and permission of instructor.,Pass-fail grading.,May be repeated for a max. of 6 sem. hrs."
ENTR 4010 Special Topics in Entrepreneurship (3) - Modern Campus Catalog™,3,ENTR,4010,"Prereq.:,Open only to Entrepreneurship majors admitted to the College of Business or permission of department."
ENTR 3111 Entrepreneurship (3) - Modern Campus Catalog™,3,ENTR,3111,
ENTR 3012 Intrapreneurship (3) - Modern Campus Catalog™,3,ENTR,3012,
